GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "15000","Hawaii",8,SAGDP3N,11,"23","  Construction ","Thousands of dollars",29609,30475,30930,36897,34837,39438,43852,50942,59825,66141,75235,74249,63514,57757,59005,69453,71079,70772,86171,96929,95884,102419,108323,-357575,-78804,131485,126552
 "15000","Hawaii",8,SAGDP3N,12,"31-33","  Manufacturing ","Thousands of dollars",23381,22761,24028,26701,22752,22713,23673,26033,26126,29720,34737,36153,39625,39765,41324,40910,45886,48377,54796,58723,63905,66158,64670,-45381,-7040,79272,82719
 "15000","Hawaii",8,SAGDP3N,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",7494,7529,7642,8952,6650,6496,6726,7127,8021,8825,9809,10475,10520,9826,10255,9714,10892,10849,11853,10567,11540,12326,12970,-47086,-18451,14697,15674
 "15000","Hawaii",8,SAGDP3N,14,"321","    Wood product manufacturing ","Thousands of dollars",304,305,328,367,266,223,246,253,293,353,403,415,441,370,315,302,327,291,308,314,355,335,380,-828,-1374,458,494
 "15000","Hawaii",8,SAGDP3N,15,"327","    Nonmetallic mineral product manufacturing ","Thousands of dollars",1107,1112,1118,1234,1114,1183,1256,1412,1536,1780,2213,2443,2332,2108,2008,1895,2140,2380,2706,2803,2900,3035,3244,-22093,-4688,3571,3936
 "15000","Hawaii",8,SAGDP3N,16,"331","    Primary metal manufacturing ","Thousands of dollars",35,48,30,25,2,21,11,51,195,308,456,182,25,21,62,94,99,81,83,73,74,80,137,-427,-189,341,368
 "15000","Hawaii",8,SAGDP3N,17,"332","    Fabricated metal product manufacturing ","Thousands of dollars",760,755,716,846,527,548,588,626,673,715,805,864,868,842,877,1050,1028,940,1073,1090,1072,1064,991,-2707,-2018,1201,1214
 "15000","Hawaii",8,SAGDP3N,18,"333","    Machinery manufacturing ","Thousands of dollars",890,906,922,1087,486,455,427,409,386,382,346,368,378,389,413,522,520,447,397,386,389,368,386,-3310,-1400,423,446
 "15000","Hawaii",8,SAGDP3N,19,"334","    Computer and electronic product manufacturing ","Thousands of dollars",1582,1621,1685,2083,2143,1951,1907,2034,2321,2528,2471,2856,2928,2740,2844,2870,3159,2757,3135,2624,3144,3476,3549,103,2047,4222,4522
 "15000","Hawaii",8,SAGDP3N,20,"335","    Electrical equipment, appliance, and component manufacturing ","Thousands of dollars",187,183,181,215,105,96,89,84,81,95,77,77,70,36,3,45,64,59,61,60,63,67,54,-1706,-1445,57,57
 "15000","Hawaii",8,SAGDP3N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing ","Thousands of dollars",808,802,806,948,270,278,361,317,609,526,484,305,288,269,341,119,115,71,68,64,66,54,33,-275,-420,29,31
 "15000","Hawaii",8,SAGDP3N,22,"3364-3466,3369","    Other transportation equipment manufacturing ","Thousands of dollars",867,827,840,1011,730,727,732,743,690,733,1057,1320,1658,1524,1726,1249,1164,1203,1448,1787,1972,2202,2299,-8305,-1688,2188,2305
 "15000","Hawaii",8,SAGDP3N,23,"337","    Furniture and related product manufacturing ","Thousands of dollars",222,227,231,281,231,243,274,318,291,330,385,403,415,366,362,372,332,298,324,341,370,385,437,-1202,-1343,488,543
 "15000","Hawaii",8,SAGDP3N,24,"339","    Miscellaneous manufacturing ","Thousands of dollars",732,743,784,854,776,772,836,880,946,1075,1113,1243,1116,1160,1305,1196,1944,2321,2251,1026,1136,1260,1460,-6336,-5933,1721,1761
 "15000","Hawaii",8,SAGDP3N,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",15887,15232,16386,17749,16101,16217,16947,18906,18104,20895,24928,25678,29104,29939,31068,31196,34994,37528,42943,48156,52365,53832,51700,1705,11411,64574,67045
 "15000","Hawaii",8,SAGDP3N,26,"311-312","    Food and beverage and tobacco product manufacturing ","Thousands of dollars",8397,8302,8966,9335,9012,9030,9886,11222,9688,11239,13291,12097,15118,16931,16692,17669,19220,21006,24334,27829,30987,30918,32646,-2543,5787,41669,41893
 "15000","Hawaii",8,SAGDP3N,27,"313-314","    Textile mills and textile product mills ","Thousands of dollars",335,308,294,316,175,166,196,197,238,256,325,358,385,334,304,313,278,275,276,312,329,352,434,-1960,-1693,455,574
 "15000","Hawaii",8,SAGDP3N,28,"315-316","    Apparel, leather, and allied product manufacturing ","Thousands of dollars",413,441,453,561,467,410,413,423,363,362,420,391,387,352,417,437,448,442,516,462,501,553,613,-2009,-1900,615,653
 "15000","Hawaii",8,SAGDP3N,29,"322","    Paper manufacturing ","Thousands of dollars",780,770,774,854,473,452,470,481,472,517,553,548,345,317,314,266,183,210,287,309,327,323,352,333,239,415,453
 "15000","Hawaii",8,SAGDP3N,30,"323","    Printing and related support activities ","Thousands of dollars",886,870,878,975,677,670,693,743,743,776,898,928,918,838,820,807,767,710,767,859,797,863,885,-4022,-4443,947,1050
 "15000","Hawaii",8,SAGDP3N,31,"324","    Petroleum and coal products manufacturing ","Thousands of dollars",2958,2456,2857,3257,3300,3602,3797,4269,4939,5882,7225,9098,9536,8802,9307,8438,10508,11055,13462,14750,15215,15314,11461,12693,11950,14466,15865
 "15000","Hawaii",8,SAGDP3N,32,"325","    Chemical manufacturing ","Thousands of dollars",1641,1619,1697,1897,1674,1584,1193,1239,1259,1439,1784,1798,1945,1908,2753,2739,3075,3320,2729,3016,3580,4847,4653,-1375,1499,5269,5760
 "15000","Hawaii",8,SAGDP3N,33,"326","    Plastics and rubber products manufacturing ","Thousands of dollars",476,467,468,554,323,303,300,333,402,425,432,460,472,457,462,527,516,510,572,618,628,662,658,589,-27,737,796
 "15000","Hawaii",8,SAGDP3N,34,"42","  Wholesale trade ","Thousands of dollars",415514,410528,418880,439293,443895,466026,495191,538376,557432,534622,536934,549031,509070,533646,596194,613113,621438,627585,656182,642655,663153,702311,733191,565416,655501,773513,720544
 "15000","Hawaii",8,SAGDP3N,35,"44-45","  Retail trade ","Thousands of dollars",791385,774638,792881,864362,929094,907920,994634,1144339,1257924,1356003,1445073,1419935,1252276,1354227,1555458,1754745,1711374,1798018,1836344,1752032,1864061,2051852,2106523,1664236,1904379,2836754,2641747
 "15000","Hawaii",8,SAGDP3N,36,"48-49","  Transportation and warehousing ","Thousands of dollars",304419,363866,394659,432728,273860,461747,435077,563044,613752,603886,581681,556816,546524,518737,525745,521317,596395,616554,682530,713774,810927,873167,931292,-238617,-487771,1085826,1156763
 "15000","Hawaii",8,SAGDP3N,37,"481","   Air transportation ","Thousands of dollars",246937,296878,322896,360041,211308,397853,367333,495629,532072,512753,524816,494883,487455,452424,463554,456102,521415,535696,596767,635849,732685,788185,835929,-275719,-539219,983749,1043940
 "15000","Hawaii",8,SAGDP3N,38,"482","   Rail transportation ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "15000","Hawaii",8,SAGDP3N,39,"483","   Water transportation ","Thousands of dollars",7063,8157,8893,7959,4046,433,1753,-3665,153,1069,3900,10306,974,4477,6724,-1391,9157,10854,12390,10878,15784,19042,23221,14836,10015,21797,27636
 "15000","Hawaii",8,SAGDP3N,40,"484","   Truck transportation ","Thousands of dollars",26548,27231,27109,27106,25255,26410,27351,28336,33150,39138,41784,40050,45612,49699,43421,53922,52948,57821,59425,52163,46511,48472,53582,45069,49273,57481,59457
 "15000","Hawaii",8,SAGDP3N,41,"485","   Transit and ground passenger transportation ","Thousands of dollars",1728,1733,1740,1919,1791,1703,1810,1858,1948,2271,2727,2752,3346,3497,3504,4100,4292,3709,4050,3968,4130,4335,4917,-7163,-8365,7727,8355
 "15000","Hawaii",8,SAGDP3N,42,"486","   Pipeline transportation ","Thousands of dollars",1,1,1,2,4,2,2,5,233,234,72,2,1,2,0,0,0,0,0,3,4,10,13,12,12,0,0
 "15000","Hawaii",8,SAGDP3N,43,"487-488,492","   Other transportation and support activities ","Thousands of dollars",21820,29536,33766,35438,31228,35114,36559,40590,45898,48092,7989,8383,8673,8182,8151,8207,8176,8026,9442,10434,11293,12523,13084,-14982,603,14463,16688
 "15000","Hawaii",8,SAGDP3N,44,"493","   Warehousing and storage ","Thousands of dollars",321,329,253,263,228,231,268,292,298,329,394,440,464,455,391,377,407,448,457,479,521,600,547,-669,-90,610,687
 "15000","Hawaii",8,SAGDP3N,45,"51","  Information ","Thousands of dollars",75819,74653,73696,73029,72892,75695,74739,80199,85245,89882,81557,76232,85317,99124,76489,89605,89105,100400,102114,96193,97452,103679,98671,80602,68413,104204,110519
 "15000","Hawaii",8,SAGDP3N,46,"511","   Publishing industries (except Internet) ","Thousands of dollars",972,1030,1060,1180,2039,2020,2157,2293,2270,2522,2840,2866,3111,2575,2040,1816,1730,2822,2876,2986,2957,3100,3382,-3765,-1575,4037,4433
 "15000","Hawaii",8,SAGDP3N,47,"512","   Motion picture and sound recording industries ","Thousands of dollars",1007,940,1023,1454,2598,4092,3494,5503,5160,5138,6716,5685,6305,13213,7066,6728,7089,5354,6813,6892,9227,15084,11609,4722,-8027,8665,12445
 "15000","Hawaii",8,SAGDP3N,48,"515,517","   Broadcasting (except Internet) and telecommunications ","Thousands of dollars",73614,72441,71346,70074,67794,68921,68363,71680,77093,81347,70932,66676,74963,82301,66395,80047,79312,91124,91365,85283,84137,84162,82208,83585,75863,88233,90090
 "15000","Hawaii",8,SAGDP3N,49,"518-519","   Data processing, hosting, and other information services ","Thousands of dollars",226,242,266,322,462,661,725,724,722,875,1068,1005,938,1035,988,1013,974,1100,1060,1032,1130,1333,1472,-3941,2153,3269,3551
 "15000","Hawaii",8,SAGDP3N,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",702449,702762,659736,704800,693902,711475,756831,811465,908369,1074769,1230812,1295606,1317381,1346176,1401545,1415876,1448037,1566459,1662987,1784593,1893338,2085783,2169935,2106032,2167712,2510750,2507984
 "15000","Hawaii",8,SAGDP3N,51,"52","   Finance and insurance ","Thousands of dollars",111409,127480,89221,109050,99607,105702,114229,126389,133633,143904,155233,158467,160164,164948,206707,199518,209496,242873,264979,278851,265799,301293,279721,297000,281644,317509,342302
 "15000","Hawaii",8,SAGDP3N,52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services ","Thousands of dollars",15046,16852,17369,19078,20731,24195,26221,30703,34671,39784,42914,46706,46573,45640,48774,61946,63447,61235,65358,70377,69819,73185,70208,74536,75741,76344,73009
 "15000","Hawaii",8,SAGDP3N,53,"523","    Securities, commodity contracts, and other financial investments and related activities ","Thousands of dollars",9968,10461,9906,11680,3829,3775,3424,4448,4456,4141,5953,5040,5294,4332,5012,5215,5427,5105,6538,7089,7924,8695,8936,-1794,6528,8750,9308
 "15000","Hawaii",8,SAGDP3N,54,"524","    Insurance carriers and related activities ","Thousands of dollars",86032,99479,61160,77508,74841,77574,84429,91112,94370,99825,106117,106481,108080,114705,152565,131786,140027,175381,192400,200389,187693,218941,199890,223952,199098,231938,259428
 "15000","Hawaii",8,SAGDP3N,55,"525","    Funds, trusts, and other financial vehicles ","Thousands of dollars",364,688,785,784,205,158,155,125,136,154,249,239,218,271,356,572,596,1151,683,996,363,471,687,306,277,477,557
 "15000","Hawaii",8,SAGDP3N,56,"53","   Real estate and rental and leasing ","Thousands of dollars",591040,575282,570515,595750,594295,605772,642602,685076,774736,930865,1075579,1137139,1157217,1181228,1194838,1216358,1238541,1323586,1398008,1505743,1627540,1784491,1890214,1809032,1886069,2193241,2165682
 "15000","Hawaii",8,SAGDP3N,57,"531","    Real estate ","Thousands of dollars",351133,336442,332940,346208,346652,365295,382361,407187,451783,583221,702081,733353,779183,797915,767526,745489,758240,829922,884157,969311,1049052,1126021,1211114,1204824,1259997,1393163,1482190
 "15000","Hawaii",8,SAGDP3N,58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets ","Thousands of dollars",239907,238840,237576,249542,247643,240478,260241,277889,322953,347643,373498,403786,378034,383313,427311,470869,480301,493664,513851,536432,578488,658470,679100,604208,626072,800078,683492
 "15000","Hawaii",8,SAGDP3N,59,"54,55,56","  Professional and business services ","Thousands of dollars",91024,96582,100868,106893,102112,112948,137126,163215,174904,229424,226917,217449,190583,217479,244642,258456,271978,303241,312140,321241,347489,379738,353130,-77830,181539,426495,391023
 "15000","Hawaii",8,SAGDP3N,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",46202,50624,51459,56434,53864,60951,80220,98157,108862,153285,141999,129024,105477,128458,144847,147629,157978,184121,188856,187678,210950,231687,220799,-69322,113698,264646,239320
 "15000","Hawaii",8,SAGDP3N,61,"5411","    Legal services ","Thousands of dollars",9420,11135,11171,12923,14362,17940,32821,45162,47058,82169,64989,48521,25015,45749,55912,50075,59070,82995,85786,79898,96594,106389,92670,15700,53853,83965,74588
 "15000","Hawaii",8,SAGDP3N,62,"5415","    Computer systems design and related services ","Thousands of dollars",8841,10690,11482,14176,14055,15937,17880,19206,23975,29014,29475,31581,31267,32034,34581,39143,40616,41361,42143,43131,46288,50784,48380,19069,46876,76356,64617
 "15000","Hawaii",8,SAGDP3N,63,"5412-5414,5416-5419","    Miscellaneous professional, scientific, and technical services ","Thousands of dollars",27941,28799,28806,29335,25448,27074,29519,33789,37829,42102,47535,48922,49194,50676,54354,58411,58293,59764,60928,64649,68068,74513,79749,-104092,12969,104325,100114
 "15000","Hawaii",8,SAGDP3N,64,"55","   Management of companies and enterprises ","Thousands of dollars",6633,6916,6718,6631,6377,7255,7422,9292,8047,8595,9567,10348,10910,10218,9734,9948,10104,9455,10335,11288,11599,12374,13331,10452,6365,15603,16927
 "15000","Hawaii",8,SAGDP3N,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",38189,39041,42691,43828,41870,44742,49485,55766,57995,67544,75351,78077,74197,78803,90061,100880,103896,109665,112949,122275,124939,135677,118999,-18960,61477,146246,134776
 "15000","Hawaii",8,SAGDP3N,66,"561","    Administrative and support services ","Thousands of dollars",31581,32546,35926,35918,34005,37003,41664,47254,48841,56703,62746,65528,61203,65276,74602,83020,85812,91584,96127,103383,104504,113940,96826,-20416,41692,118961,109072
 "15000","Hawaii",8,SAGDP3N,67,"562","    Waste management and remediation services ","Thousands of dollars",6608,6495,6765,7910,7866,7739,7821,8512,9154,10840,12605,12548,12994,13527,15460,17859,18084,18081,16823,18892,20435,21737,22173,1456,19785,27285,25704
 "15000","Hawaii",8,SAGDP3N,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",99936,105860,106807,113053,91698,90952,99005,111118,125066,139647,153664,164460,170427,174674,171071,187906,189438,193275,209066,224178,245335,270645,291051,-136639,-9424,297567,333467
 "15000","Hawaii",8,SAGDP3N,69,"61","   Educational services ","Thousands of dollars",20855,21657,21770,23615,17574,17599,19430,21610,24222,27548,31079,35521,37303,38306,39624,41593,40375,39385,39454,41463,44486,47971,50670,34874,34953,64462,63424
 "15000","Hawaii",8,SAGDP3N,70,"62","   Health care and social assistance ","Thousands of dollars",79081,84203,85037,89438,74124,73353,79575,89508,100844,112098,122585,128938,133124,136368,131447,146313,149063,153891,169612,182715,200849,222674,240381,-171513,-44377,233105,270043
 "15000","Hawaii",8,SAGDP3N,71,"621","    Ambulatory health care services ","Thousands of dollars",36265,37250,36792,39264,33529,33600,36839,39193,43718,47356,51014,52796,52820,54815,60035,65412,65950,68369,74144,78535,86237,94542,101760,-208562,-98785,109116,138011
 "15000","Hawaii",8,SAGDP3N,72,"622","    Hospitals ","Thousands of dollars",17822,18668,18831,19587,14637,13682,14231,18244,19855,22856,25909,27432,30821,29393,16394,22727,21633,22915,30181,35427,41495,48735,52829,6395,37720,50452,59234
 "15000","Hawaii",8,SAGDP3N,73,"623","    Nursing and residential care facilities ","Thousands of dollars",4135,4468,4577,4827,3468,3765,4128,4629,5672,6709,7783,8809,9230,9823,10111,10839,10915,11264,12233,13139,14474,15293,16714,-17637,4604,18476,20199
 "15000","Hawaii",8,SAGDP3N,74,"624","    Social assistance ","Thousands of dollars",20860,23818,24837,25759,22490,22306,24377,27441,31598,35177,37880,39901,40252,42338,44908,47335,50564,51342,53054,55614,58643,64104,69079,48290,12082,55062,52599
 "15000","Hawaii",8,SAGDP3N,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",455809,463316,475090,532602,506300,496062,539722,578918,674019,753527,786551,752789,685657,755624,850408,974856,1042450,1172169,1278673,1402009,1533037,1767493,1853435,1030495,260480,1695043,1713172
 "15000","Hawaii",8,SAGDP3N,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",35160,36678,36577,41448,41476,42501,44545,49113,54062,57503,62126,67817,63520,64436,66739,74776,76094,80641,77672,86367,98431,110170,120016,51691,15133,123131,133078
 "15000","Hawaii",8,SAGDP3N,77,"711-712","    Performing arts, spectator sports, museums, and related activities ","Thousands of dollars",4475,4627,4838,5568,5778,5629,6030,6719,7554,9007,9617,11131,10641,10239,11976,12581,13499,14879,16833,16563,18509,21421,21820,5597,-25515,11747,19471
 "15000","Hawaii",8,SAGDP3N,78,"713","    Amusement, gambling, and recreation industries ","Thousands of dollars",30685,32051,31738,35879,35698,36872,38515,42394,46509,48496,52509,56686,52879,54197,54762,62195,62595,65762,60838,69803,79922,88749,98196,46093,40648,111383,113607
 "15000","Hawaii",8,SAGDP3N,79,"72","   Accommodation and food services ","Thousands of dollars",420650,426638,438514,491154,464824,453561,495177,529805,619957,696024,724425,684972,622137,691188,783670,900080,966355,1091528,1201001,1315642,1434606,1657323,1733418,978804,245347,1571912,1580094
 "15000","Hawaii",8,SAGDP3N,80,"721","    Accommodation ","Thousands of dollars",366351,370887,378690,421935,396584,384681,420692,449070,527551,595337,618728,581820,524217,588809,678351,784032,843516,954753,1043545,1144017,1250485,1439093,1503385,1093551,680839,1371686,1383558
 "15000","Hawaii",8,SAGDP3N,81,"722","    Food services and drinking places ","Thousands of dollars",54299,55750,59824,69220,68240,68880,74485,80735,92406,100687,105698,103152,97920,102379,105318,116048,122839,136775,157457,171625,184121,218230,230034,-114747,-435492,200227,196536
 "15000","Hawaii",8,SAGDP3N,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",38018,39727,40390,40875,39008,39187,41745,45887,52220,59512,65280,67145,65318,68199,71365,73988,75426,78132,84083,91798,98959,107035,113716,5161,21796,135278,129238
 "15000","Hawaii",8,SAGDP3N,83,"92"," Government and government enterprises ","Thousands of dollars",-95422,-77547,-70464,-67943,-67985,-77349,-72338,-67178,-72292,-73886,-79758,-79407,-96461,-86642,-96018,-90262,-90959,-102782,-103618,-100067,-97764,-109880,-113886,-215863,-218149,-270598,-206926
 "15000","Hawaii",8,SAGDP3N,84,"...","  Federal civilian ","Thousands of dollars",-594,-473,-674,-894,-748,-876,-733,-676,-620,-632,-826,-980,-854,-738,-651,-861,-1060,-1301,-1134,-923,-685,-760,-894,-1101,-1151,-1158,-1402
 "15000","Hawaii",8,SAGDP3N,85,"...","  Military ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "15000","Hawaii",8,SAGDP3N,86,"...","  State and local ","Thousands of dollars",-94829,-77074,-69791,-67048,-67238,-76473,-71605,-66503,-71672,-73254,-78933,-78427,-95608,-85904,-95367,-89401,-89899,-101481,-102484,-99144,-97080,-109119,-112993,-214761,-216997,-269440,-205524
 "15000","Hawaii",8,SAGDP3N,87,"11,21","Natural resources and mining ","Thousands of dollars",7005,7034,6732,-2519,3651,5263,6899,6631,5126,6990,6886,6294,2339,241,345,5848,4500,-3537,-4238,5422,6613,4532,4679,-70857,-30682,3332,6578
 "15000","Hawaii",8,SAGDP3N,88,"42,44-45","Trade ","Thousands of dollars",1206899,1185166,1211761,1303655,1372989,1373945,1489825,1682715,1815357,1890625,1982007,1968966,1761346,1887873,2151652,2367858,2332812,2425603,2492526,2394687,2527214,2754163,2839715,2229652,2559879,3610267,3362291
 "15000","Hawaii",8,SAGDP3N,89,"22,48-49","Transportation and utilities ","Thousands of dollars",448760,508741,541000,577319,415144,604741,582509,723029,794021,817645,815090,787710,814210,818374,788535,828557,908876,959748,1031450,1047180,1120044,1196046,1280936,140782,-126024,1486682,1575505
 "15000","Hawaii",8,SAGDP3N,90,"31-33,51","Manufacturing and information ","Thousands of dollars",99200,97414,97724,99730,95644,98408,98412,106232,111370,119602,116294,112386,124942,138889,117813,130515,134991,148777,156910,154916,161357,169836,163341,35221,61374,183476,193238
 "15000","Hawaii",8,SAGDP3N,91,"...","Private goods-producing industries 2/","Thousands of dollars",59995,60271,61689,61079,61240,67414,74424,83607,91076,102851,116859,116696,105477,97763,100674,116210,121465,115612,136729,161075,166402,173109,177672,-473813,-116525,214088,215849
 "15000","Hawaii",8,SAGDP3N,92,"...","Private services-providing industries 3/","Thousands of dollars",3118714,3176807,3209348,3452225,3294045,3505005,3721502,4196546,4629200,5055030,5341878,5330358,5090240,5367522,5755708,6197103,6358122,6799027,7173039,7361879,7862869,8664582,9000589,5378255,5124372,10266287,10123198
"Note: See the included footnote file."
"SAGDP3N: Taxes on production and imports less subsidies 1."
"Last updated: September 27, 2024-- new statistics for 2023; revised statistics for 2019-2022."
"U.S. Bureau of Economic Analysis"
